"","date","frequency","y","m","d","date2","dow"
"929","19052010",2,2010,5,19,2010-05-19,"Wednesday"
"930","19052011",37,2011,5,19,2011-05-19,"Thursday"
"931","19052012",49,2012,5,19,2012-05-19,"Saturday"
"932","19052013",78,2013,5,19,2013-05-19,"Sunday"
"933","19062009",1,2009,6,19,2009-06-19,"Friday"
"934","19062010",6,2010,6,19,2010-06-19,"Saturday"
"935","19062011",44,2011,6,19,2011-06-19,"Sunday"
"936","19062012",82,2012,6,19,2012-06-19,"Tuesday"
"937","19062013",91,2013,6,19,2013-06-19,"Wednesday"
"938","19072010",3,2010,7,19,2010-07-19,"Monday"
"939","19072011",55,2011,7,19,2011-07-19,"Tuesday"
"940","19072012",59,2012,7,19,2012-07-19,"Thursday"
"941","19072013",68,2013,7,19,2013-07-19,"Friday"
"942","19082010",5,2010,8,19,2010-08-19,"Thursday"
"943","19082011",39,2011,8,19,2011-08-19,"Friday"
"944","19082012",58,2012,8,19,2012-08-19,"Sunday"
"945","19082013",59,2013,8,19,2013-08-19,"Monday"
"946","19092010",4,2010,9,19,2010-09-19,"Sunday"
"947","19092011",43,2011,9,19,2011-09-19,"Monday"
"948","19092012",83,2012,9,19,2012-09-19,"Wednesday"
"949","19092013",49,2013,9,19,2013-09-19,"Thursday"
"950","19102009",1,2009,10,19,2009-10-19,"Monday"
"951","19102010",9,2010,10,19,2010-10-19,"Tuesday"
"952","19102011",36,2011,10,19,2011-10-19,"Wednesday"
"953","19102012",50,2012,10,19,2012-10-19,"Friday"
"954","19102013",64,2013,10,19,2013-10-19,"Saturday"
"955","19112010",15,2010,11,19,2010-11-19,"Friday"
"956","19112011",43,2011,11,19,2011-11-19,"Saturday"
"957","19112012",54,2012,11,19,2012-11-19,"Monday"
"958","19112013",64,2013,11,19,2013-11-19,"Tuesday"
"959","19122010",12,2010,12,19,2010-12-19,"Sunday"
"960","19122011",58,2011,12,19,2011-12-19,"Monday"
"961","19122012",70,2012,12,19,2012-12-19,"Wednesday"
"962","19122013",50,2013,12,19,2013-12-19,"Thursday"
"963","20012011",33,2011,1,20,2011-01-20,"Thursday"
"964","20012012",27,2012,1,20,2012-01-20,"Friday"
"965","20012013",24,2013,1,20,2013-01-20,"Sunday"
"966","20012014",41,2014,1,20,2014-01-20,"Monday"
"967","20022011",20,2011,2,20,2011-02-20,"Sunday"
"968","20022012",37,2012,2,20,2012-02-20,"Monday"
"969","20022013",89,2013,2,20,2013-02-20,"Wednesday"
"970","20022014",23,2014,2,20,2014-02-20,"Thursday"
"971","20032011",17,2011,3,20,2011-03-20,"Sunday"
"972","20032012",72,2012,3,20,2012-03-20,"Tuesday"
"973","20032013",68,2013,3,20,2013-03-20,"Wednesday"
"974","20032014",72,2014,3,20,2014-03-20,"Thursday"
"975","20042011",30,2011,4,20,2011-04-20,"Wednesday"
"976","20042012",70,2012,4,20,2012-04-20,"Friday"
"977","20042013",68,2013,4,20,2013-04-20,"Saturday"
"978","20042014",7,2014,4,20,2014-04-20,"Sunday"
"979","20052010",2,2010,5,20,2010-05-20,"Thursday"
"980","20052011",51,2011,5,20,2011-05-20,"Friday"
"981","20052012",56,2012,5,20,2012-05-20,"Sunday"
"982","20052013",73,2013,5,20,2013-05-20,"Monday"
"983","20062010",7,2010,6,20,2010-06-20,"Sunday"
"984","20062011",32,2011,6,20,2011-06-20,"Monday"
"985","20062012",71,2012,6,20,2012-06-20,"Wednesday"
"986","20062013",81,2013,6,20,2013-06-20,"Thursday"
"987","20072010",7,2010,7,20,2010-07-20,"Tuesday"
"988","20072011",36,2011,7,20,2011-07-20,"Wednesday"
"989","20072012",67,2012,7,20,2012-07-20,"Friday"
"990","20072013",87,2013,7,20,2013-07-20,"Saturday"
"991","20082010",10,2010,8,20,2010-08-20,"Friday"
"992","20082011",62,2011,8,20,2011-08-20,"Saturday"
"993","20082012",81,2012,8,20,2012-08-20,"Monday"
"994","20082013",77,2013,8,20,2013-08-20,"Tuesday"
"995","20092010",11,2010,9,20,2010-09-20,"Monday"
"996","20092011",52,2011,9,20,2011-09-20,"Tuesday"
"997","20092012",89,2012,9,20,2012-09-20,"Thursday"
"998","20092013",89,2013,9,20,2013-09-20,"Friday"
"999","20102009",1,2009,10,20,2009-10-20,"Tuesday"
"1000","20102010",9,2010,10,20,2010-10-20,"Wednesday"
"1001","20102011",36,2011,10,20,2011-10-20,"Thursday"
"1002","20102012",57,2012,10,20,2012-10-20,"Saturday"
"1003","20102013",68,2013,10,20,2013-10-20,"Sunday"
"1004","20112009",1,2009,11,20,2009-11-20,"Friday"
"1005","20112010",7,2010,11,20,2010-11-20,"Saturday"
"1006","20112011",34,2011,11,20,2011-11-20,"Sunday"
"1007","20112012",60,2012,11,20,2012-11-20,"Tuesday"
"1008","20112013",66,2013,11,20,2013-11-20,"Wednesday"
"1009","20122010",32,2010,12,20,2010-12-20,"Monday"
"1010","20122011",59,2011,12,20,2011-12-20,"Tuesday"
"1011","20122012",41,2012,12,20,2012-12-20,"Thursday"
"1012","20122013",37,2013,12,20,2013-12-20,"Friday"
"1013","21012010",1,2010,1,21,2010-01-21,"Thursday"
"1014","21012011",19,2011,1,21,2011-01-21,"Friday"
"1015","21012012",28,2012,1,21,2012-01-21,"Saturday"
"1016","21012013",44,2013,1,21,2013-01-21,"Monday"
"1017","21012014",42,2014,1,21,2014-01-21,"Tuesday"
"1018","21022011",21,2011,2,21,2011-02-21,"Monday"
"1019","21022012",41,2012,2,21,2012-02-21,"Tuesday"
"1020","21022013",74,2013,2,21,2013-02-21,"Thursday"
"1021","21022014",43,2014,2,21,2014-02-21,"Friday"
"1022","21032011",46,2011,3,21,2011-03-21,"Monday"
"1023","21032012",69,2012,3,21,2012-03-21,"Wednesday"
"1024","21032013",55,2013,3,21,2013-03-21,"Thursday"
"1025","21032014",82,2014,3,21,2014-03-21,"Friday"
"1026","21042010",2,2010,4,21,2010-04-21,"Wednesday"
"1027","21042011",31,2011,4,21,2011-04-21,"Thursday"
"1028","21042012",49,2012,4,21,2012-04-21,"Saturday"
"1029","21042013",76,2013,4,21,2013-04-21,"Sunday"
"1030","21042014",6,2014,4,21,2014-04-21,"Monday"
"1031","21052010",6,2010,5,21,2010-05-21,"Friday"
"1032","21052011",29,2011,5,21,2011-05-21,"Saturday"
"1033","21052012",56,2012,5,21,2012-05-21,"Monday"
"1034","21052013",79,2013,5,21,2013-05-21,"Tuesday"
"1035","21062010",1,2010,6,21,2010-06-21,"Monday"
"1036","21062011",36,2011,6,21,2011-06-21,"Tuesday"
"1037","21062012",80,2012,6,21,2012-06-21,"Thursday"
"1038","21062013",59,2013,6,21,2013-06-21,"Friday"
"1039","21072010",6,2010,7,21,2010-07-21,"Wednesday"
"1040","21072011",53,2011,7,21,2011-07-21,"Thursday"
"1041","21072012",54,2012,7,21,2012-07-21,"Saturday"
"1042","21072013",72,2013,7,21,2013-07-21,"Sunday"
"1043","21082010",2,2010,8,21,2010-08-21,"Saturday"
"1044","21082011",37,2011,8,21,2011-08-21,"Sunday"
"1045","21082012",50,2012,8,21,2012-08-21,"Tuesday"
"1046","21082013",77,2013,8,21,2013-08-21,"Wednesday"
"1047","21092010",4,2010,9,21,2010-09-21,"Tuesday"
"1048","21092011",45,2011,9,21,2011-09-21,"Wednesday"
"1049","21092012",65,2012,9,21,2012-09-21,"Friday"
"1050","21092013",89,2013,9,21,2013-09-21,"Saturday"
"1051","21102010",10,2010,10,21,2010-10-21,"Thursday"
"1052","21102011",38,2011,10,21,2011-10-21,"Friday"
"1053","21102012",63,2012,10,21,2012-10-21,"Sunday"
"1054","21102013",60,2013,10,21,2013-10-21,"Monday"
"1055","21112010",6,2010,11,21,2010-11-21,"Sunday"
"1056","21112011",48,2011,11,21,2011-11-21,"Monday"
"1057","21112012",53,2012,11,21,2012-11-21,"Wednesday"
"1058","21112013",53,2013,11,21,2013-11-21,"Thursday"
"1059","21122010",16,2010,12,21,2010-12-21,"Tuesday"
"1060","21122011",59,2011,12,21,2011-12-21,"Wednesday"
"1061","21122012",41,2012,12,21,2012-12-21,"Friday"
"1062","21122013",37,2013,12,21,2013-12-21,"Saturday"
"1063","22012011",30,2011,1,22,2011-01-22,"Saturday"
"1064","22012012",18,2012,1,22,2012-01-22,"Sunday"
"1065","22012013",58,2013,1,22,2013-01-22,"Tuesday"
"1066","22012014",57,2014,1,22,2014-01-22,"Wednesday"
"1067","22022011",34,2011,2,22,2011-02-22,"Tuesday"
"1068","22022012",49,2012,2,22,2012-02-22,"Wednesday"
"1069","22022013",57,2013,2,22,2013-02-22,"Friday"
"1070","22022014",33,2014,2,22,2014-02-22,"Saturday"
"1071","22032011",31,2011,3,22,2011-03-22,"Tuesday"
"1072","22032012",80,2012,3,22,2012-03-22,"Thursday"
"1073","22032013",82,2013,3,22,2013-03-22,"Friday"
"1074","22032014",65,2014,3,22,2014-03-22,"Saturday"
"1075","22042010",3,2010,4,22,2010-04-22,"Thursday"
"1076","22042011",31,2011,4,22,2011-04-22,"Friday"
"1077","22042012",56,2012,4,22,2012-04-22,"Sunday"
"1078","22042013",111,2013,4,22,2013-04-22,"Monday"
"1079","22042014",6,2014,4,22,2014-04-22,"Tuesday"
"1080","22052010",2,2010,5,22,2010-05-22,"Saturday"
"1081","22052011",28,2011,5,22,2011-05-22,"Sunday"
"1082","22052012",72,2012,5,22,2012-05-22,"Tuesday"
"1083","22052013",76,2013,5,22,2013-05-22,"Wednesday"
"1084","22062010",8,2010,6,22,2010-06-22,"Tuesday"
"1085","22062011",40,2011,6,22,2011-06-22,"Wednesday"
"1086","22062012",77,2012,6,22,2012-06-22,"Friday"
"1087","22062013",54,2013,6,22,2013-06-22,"Saturday"
"1088","22072010",4,2010,7,22,2010-07-22,"Thursday"
"1089","22072011",33,2011,7,22,2011-07-22,"Friday"
"1090","22072012",75,2012,7,22,2012-07-22,"Sunday"
"1091","22072013",55,2013,7,22,2013-07-22,"Monday"
"1092","22082010",3,2010,8,22,2010-08-22,"Sunday"
"1093","22082011",31,2011,8,22,2011-08-22,"Monday"
"1094","22082012",71,2012,8,22,2012-08-22,"Wednesday"
"1095","22082013",74,2013,8,22,2013-08-22,"Thursday"
"1096","22092010",13,2010,9,22,2010-09-22,"Wednesday"
"1097","22092011",60,2011,9,22,2011-09-22,"Thursday"
"1098","22092012",54,2012,9,22,2012-09-22,"Saturday"
"1099","22092013",78,2013,9,22,2013-09-22,"Sunday"
"1100","22102010",10,2010,10,22,2010-10-22,"Friday"
"1101","22102011",41,2011,10,22,2011-10-22,"Saturday"
"1102","22102012",64,2012,10,22,2012-10-22,"Monday"
"1103","22102013",86,2013,10,22,2013-10-22,"Tuesday"
"1104","22112010",16,2010,11,22,2010-11-22,"Monday"
"1105","22112011",42,2011,11,22,2011-11-22,"Tuesday"
"1106","22112012",46,2012,11,22,2012-11-22,"Thursday"
"1107","22112013",43,2013,11,22,2013-11-22,"Friday"
"1108","22122010",28,2010,12,22,2010-12-22,"Wednesday"
"1109","22122011",43,2011,12,22,2011-12-22,"Thursday"
"1110","22122012",30,2012,12,22,2012-12-22,"Saturday"
"1111","22122013",34,2013,12,22,2013-12-22,"Sunday"
"1112","23012011",17,2011,1,23,2011-01-23,"Sunday"
"1113","23012012",48,2012,1,23,2012-01-23,"Monday"
"1114","23012013",36,2013,1,23,2013-01-23,"Wednesday"
"1115","23012014",38,2014,1,23,2014-01-23,"Thursday"
"1116","23022011",23,2011,2,23,2011-02-23,"Wednesday"
"1117","23022012",52,2012,2,23,2012-02-23,"Thursday"
"1118","23022013",61,2013,2,23,2013-02-23,"Saturday"
"1119","23022014",41,2014,2,23,2014-02-23,"Sunday"
"1120","23032010",2,2010,3,23,2010-03-23,"Tuesday"
"1121","23032011",32,2011,3,23,2011-03-23,"Wednesday"
"1122","23032012",36,2012,3,23,2012-03-23,"Friday"
"1123","23032013",51,2013,3,23,2013-03-23,"Saturday"
"1124","23032014",45,2014,3,23,2014-03-23,"Sunday"
"1125","23042010",1,2010,4,23,2010-04-23,"Friday"
"1126","23042011",52,2011,4,23,2011-04-23,"Saturday"
"1127","23042012",54,2012,4,23,2012-04-23,"Monday"
"1128","23042013",61,2013,4,23,2013-04-23,"Tuesday"
"1129","23042014",6,2014,4,23,2014-04-23,"Wednesday"
"1130","23052010",5,2010,5,23,2010-05-23,"Sunday"
"1131","23052011",54,2011,5,23,2011-05-23,"Monday"
"1132","23052012",68,2012,5,23,2012-05-23,"Wednesday"
"1133","23052013",49,2013,5,23,2013-05-23,"Thursday"
"1134","23062010",7,2010,6,23,2010-06-23,"Wednesday"
"1135","23062011",65,2011,6,23,2011-06-23,"Thursday"
"1136","23062012",58,2012,6,23,2012-06-23,"Saturday"
"1137","23062013",83,2013,6,23,2013-06-23,"Sunday"
"1138","23072011",49,2011,7,23,2011-07-23,"Saturday"
"1139","23072012",77,2012,7,23,2012-07-23,"Monday"
"1140","23072013",64,2013,7,23,2013-07-23,"Tuesday"
"1141","23082010",9,2010,8,23,2010-08-23,"Monday"
"1142","23082011",51,2011,8,23,2011-08-23,"Tuesday"
"1143","23082012",74,2012,8,23,2012-08-23,"Thursday"
"1144","23082013",86,2013,8,23,2013-08-23,"Friday"
"1145","23092009",1,2009,9,23,2009-09-23,"Wednesday"
"1146","23092010",6,2010,9,23,2010-09-23,"Thursday"
"1147","23092011",38,2011,9,23,2011-09-23,"Friday"
"1148","23092012",52,2012,9,23,2012-09-23,"Sunday"
"1149","23092013",83,2013,9,23,2013-09-23,"Monday"
"1150","23102010",4,2010,10,23,2010-10-23,"Saturday"
"1151","23102011",28,2011,10,23,2011-10-23,"Sunday"
"1152","23102012",65,2012,10,23,2012-10-23,"Tuesday"
"1153","23102013",64,2013,10,23,2013-10-23,"Wednesday"
"1154","23112010",10,2010,11,23,2010-11-23,"Tuesday"
"1155","23112011",52,2011,11,23,2011-11-23,"Wednesday"
"1156","23112012",35,2012,11,23,2012-11-23,"Friday"
"1157","23112013",55,2013,11,23,2013-11-23,"Saturday"
"1158","23122010",25,2010,12,23,2010-12-23,"Thursday"
"1159","23122011",32,2011,12,23,2011-12-23,"Friday"
"1160","23122012",34,2012,12,23,2012-12-23,"Sunday"
"1161","23122013",31,2013,12,23,2013-12-23,"Monday"
"1162","24012011",27,2011,1,24,2011-01-24,"Monday"
"1163","24012012",57,2012,1,24,2012-01-24,"Tuesday"
"1164","24012013",48,2013,1,24,2013-01-24,"Thursday"
"1165","24012014",27,2014,1,24,2014-01-24,"Friday"
"1166","24022011",39,2011,2,24,2011-02-24,"Thursday"
"1167","24022012",35,2012,2,24,2012-02-24,"Friday"
"1168","24022013",72,2013,2,24,2013-02-24,"Sunday"
"1169","24022014",44,2014,2,24,2014-02-24,"Monday"
"1170","24032010",2,2010,3,24,2010-03-24,"Wednesday"
"1171","24032011",30,2011,3,24,2011-03-24,"Thursday"
"1172","24032012",42,2012,3,24,2012-03-24,"Saturday"
"1173","24032013",41,2013,3,24,2013-03-24,"Sunday"
"1174","24032014",52,2014,3,24,2014-03-24,"Monday"
"1175","24042011",34,2011,4,24,2011-04-24,"Sunday"
"1176","24042012",60,2012,4,24,2012-04-24,"Tuesday"
"1177","24042013",79,2013,4,24,2013-04-24,"Wednesday"
"1178","24042014",6,2014,4,24,2014-04-24,"Thursday"
"1179","24052010",2,2010,5,24,2010-05-24,"Monday"
"1180","24052011",44,2011,5,24,2011-05-24,"Tuesday"
"1181","24052012",54,2012,5,24,2012-05-24,"Thursday"
"1182","24052013",77,2013,5,24,2013-05-24,"Friday"
"1183","24062010",10,2010,6,24,2010-06-24,"Thursday"
"1184","24062011",46,2011,6,24,2011-06-24,"Friday"
"1185","24062012",65,2012,6,24,2012-06-24,"Sunday"
"1186","24062013",79,2013,6,24,2013-06-24,"Monday"
"1187","24072010",4,2010,7,24,2010-07-24,"Saturday"
"1188","24072011",50,2011,7,24,2011-07-24,"Sunday"
"1189","24072012",73,2012,7,24,2012-07-24,"Tuesday"
"1190","24072013",91,2013,7,24,2013-07-24,"Wednesday"
"1191","24082010",8,2010,8,24,2010-08-24,"Tuesday"
"1192","24082011",48,2011,8,24,2011-08-24,"Wednesday"
"1193","24082012",70,2012,8,24,2012-08-24,"Friday"
"1194","24082013",73,2013,8,24,2013-08-24,"Saturday"
"1195","24092010",5,2010,9,24,2010-09-24,"Friday"
"1196","24092011",28,2011,9,24,2011-09-24,"Saturday"
"1197","24092012",52,2012,9,24,2012-09-24,"Monday"
"1198","24092013",67,2013,9,24,2013-09-24,"Tuesday"
"1199","24102010",1,2010,10,24,2010-10-24,"Sunday"
"1200","24102011",30,2011,10,24,2011-10-24,"Monday"
"1201","24102012",67,2012,10,24,2012-10-24,"Wednesday"
"1202","24102013",56,2013,10,24,2013-10-24,"Thursday"
"1203","24112009",2,2009,11,24,2009-11-24,"Tuesday"
"1204","24112010",6,2010,11,24,2010-11-24,"Wednesday"
"1205","24112011",21,2011,11,24,2011-11-24,"Thursday"
"1206","24112012",40,2012,11,24,2012-11-24,"Saturday"
"1207","24112013",56,2013,11,24,2013-11-24,"Sunday"
"1208","24122010",16,2010,12,24,2010-12-24,"Friday"
"1209","24122011",28,2011,12,24,2011-12-24,"Saturday"
"1210","24122012",35,2012,12,24,2012-12-24,"Monday"
"1211","24122013",23,2013,12,24,2013-12-24,"Tuesday"
"1212","25012011",27,2011,1,25,2011-01-25,"Tuesday"
"1213","25012012",63,2012,1,25,2012-01-25,"Wednesday"
"1214","25012013",49,2013,1,25,2013-01-25,"Friday"
"1215","25012014",44,2014,1,25,2014-01-25,"Saturday"
"1216","25022010",1,2010,2,25,2010-02-25,"Thursday"
"1217","25022011",25,2011,2,25,2011-02-25,"Friday"
"1218","25022012",56,2012,2,25,2012-02-25,"Saturday"
"1219","25022013",92,2013,2,25,2013-02-25,"Monday"
"1220","25022014",42,2014,2,25,2014-02-25,"Tuesday"
"1221","25032010",2,2010,3,25,2010-03-25,"Thursday"
"1222","25032011",36,2011,3,25,2011-03-25,"Friday"
"1223","25032012",45,2012,3,25,2012-03-25,"Sunday"
"1224","25032013",70,2013,3,25,2013-03-25,"Monday"
"1225","25032014",28,2014,3,25,2014-03-25,"Tuesday"
"1226","25042011",35,2011,4,25,2011-04-25,"Monday"
"1227","25042012",68,2012,4,25,2012-04-25,"Wednesday"
"1228","25042013",87,2013,4,25,2013-04-25,"Thursday"
"1229","25042014",1,2014,4,25,2014-04-25,"Friday"
"1230","25052010",5,2010,5,25,2010-05-25,"Tuesday"
"1231","25052011",38,2011,5,25,2011-05-25,"Wednesday"
"1232","25052012",53,2012,5,25,2012-05-25,"Friday"
"1233","25052013",81,2013,5,25,2013-05-25,"Saturday"
"1234","25062010",6,2010,6,25,2010-06-25,"Friday"
"1235","25062011",55,2011,6,25,2011-06-25,"Saturday"
"1236","25062012",60,2012,6,25,2012-06-25,"Monday"
"1237","25062013",75,2013,6,25,2013-06-25,"Tuesday"
"1238","25072010",2,2010,7,25,2010-07-25,"Sunday"
"1239","25072011",56,2011,7,25,2011-07-25,"Monday"
"1240","25072012",63,2012,7,25,2012-07-25,"Wednesday"
"1241","25072013",83,2013,7,25,2013-07-25,"Thursday"
"1242","25082010",5,2010,8,25,2010-08-25,"Wednesday"
"1243","25082011",52,2011,8,25,2011-08-25,"Thursday"
"1244","25082012",59,2012,8,25,2012-08-25,"Saturday"
"1245","25082013",62,2013,8,25,2013-08-25,"Sunday"
"1246","25092010",2,2010,9,25,2010-09-25,"Saturday"
"1247","25092011",41,2011,9,25,2011-09-25,"Sunday"
"1248","25092012",48,2012,9,25,2012-09-25,"Tuesday"
"1249","25092013",82,2013,9,25,2013-09-25,"Wednesday"
"1250","25102010",9,2010,10,25,2010-10-25,"Monday"
"1251","25102011",46,2011,10,25,2011-10-25,"Tuesday"
"1252","25102012",56,2012,10,25,2012-10-25,"Thursday"
"1253","25102013",53,2013,10,25,2013-10-25,"Friday"
"1254","25112010",2,2010,11,25,2010-11-25,"Thursday"
"1255","25112011",40,2011,11,25,2011-11-25,"Friday"
"1256","25112012",43,2012,11,25,2012-11-25,"Sunday"
"1257","25112013",45,2013,11,25,2013-11-25,"Monday"
"1258","25122010",16,2010,12,25,2010-12-25,"Saturday"
"1259","25122011",29,2011,12,25,2011-12-25,"Sunday"
"1260","25122012",15,2012,12,25,2012-12-25,"Tuesday"
"1261","25122013",24,2013,12,25,2013-12-25,"Wednesday"
"1262","26012011",16,2011,1,26,2011-01-26,"Wednesday"
"1263","26012012",59,2012,1,26,2012-01-26,"Thursday"
"1264","26012013",60,2013,1,26,2013-01-26,"Saturday"
"1265","26012014",33,2014,1,26,2014-01-26,"Sunday"
"1266","26022010",1,2010,2,26,2010-02-26,"Friday"
"1267","26022011",25,2011,2,26,2011-02-26,"Saturday"
"1268","26022012",38,2012,2,26,2012-02-26,"Sunday"
"1269","26022013",61,2013,2,26,2013-02-26,"Tuesday"
"1270","26022014",57,2014,2,26,2014-02-26,"Wednesday"
"1271","26032011",29,2011,3,26,2011-03-26,"Saturday"
"1272","26032012",74,2012,3,26,2012-03-26,"Monday"
"1273","26032013",70,2013,3,26,2013-03-26,"Tuesday"
"1274","26032014",38,2014,3,26,2014-03-26,"Wednesday"
"1275","26042010",2,2010,4,26,2010-04-26,"Monday"
"1276","26042011",43,2011,4,26,2011-04-26,"Tuesday"
"1277","26042012",49,2012,4,26,2012-04-26,"Thursday"
"1278","26042013",65,2013,4,26,2013-04-26,"Friday"
"1279","26052010",4,2010,5,26,2010-05-26,"Wednesday"
"1280","26052011",38,2011,5,26,2011-05-26,"Thursday"
"1281","26052012",38,2012,5,26,2012-05-26,"Saturday"
"1282","26052013",74,2013,5,26,2013-05-26,"Sunday"
"1283","26062010",6,2010,6,26,2010-06-26,"Saturday"
"1284","26062011",31,2011,6,26,2011-06-26,"Sunday"
"1285","26062012",50,2012,6,26,2012-06-26,"Tuesday"
"1286","26062013",108,2013,6,26,2013-06-26,"Wednesday"
"1287","26072010",7,2010,7,26,2010-07-26,"Monday"
"1288","26072011",52,2011,7,26,2011-07-26,"Tuesday"
"1289","26072012",52,2012,7,26,2012-07-26,"Thursday"
"1290","26072013",67,2013,7,26,2013-07-26,"Friday"
"1291","26082010",8,2010,8,26,2010-08-26,"Thursday"
"1292","26082011",47,2011,8,26,2011-08-26,"Friday"
"1293","26082012",52,2012,8,26,2012-08-26,"Sunday"
"1294","26082013",84,2013,8,26,2013-08-26,"Monday"
"1295","26092010",2,2010,9,26,2010-09-26,"Sunday"
"1296","26092011",39,2011,9,26,2011-09-26,"Monday"
"1297","26092012",72,2012,9,26,2012-09-26,"Wednesday"
"1298","26092013",72,2013,9,26,2013-09-26,"Thursday"
"1299","26102009",1,2009,10,26,2009-10-26,"Monday"
"1300","26102010",4,2010,10,26,2010-10-26,"Tuesday"
"1301","26102011",51,2011,10,26,2011-10-26,"Wednesday"
"1302","26102012",62,2012,10,26,2012-10-26,"Friday"
"1303","26102013",61,2013,10,26,2013-10-26,"Saturday"
"1304","26112010",9,2010,11,26,2010-11-26,"Friday"
"1305","26112011",35,2011,11,26,2011-11-26,"Saturday"
"1306","26112012",56,2012,11,26,2012-11-26,"Monday"
"1307","26112013",48,2013,11,26,2013-11-26,"Tuesday"
"1308","26122010",12,2010,12,26,2010-12-26,"Sunday"
"1309","26122011",35,2011,12,26,2011-12-26,"Monday"
"1310","26122012",42,2012,12,26,2012-12-26,"Wednesday"
"1311","26122013",33,2013,12,26,2013-12-26,"Thursday"
"1312","27012011",32,2011,1,27,2011-01-27,"Thursday"
"1313","27012012",49,2012,1,27,2012-01-27,"Friday"
"1314","27012013",68,2013,1,27,2013-01-27,"Sunday"
"1315","27012014",44,2014,1,27,2014-01-27,"Monday"
"1316","27022011",17,2011,2,27,2011-02-27,"Sunday"
"1317","27022012",65,2012,2,27,2012-02-27,"Monday"
"1318","27022013",35,2013,2,27,2013-02-27,"Wednesday"
"1319","27022014",43,2014,2,27,2014-02-27,"Thursday"
"1320","27032011",18,2011,3,27,2011-03-27,"Sunday"
"1321","27032012",55,2012,3,27,2012-03-27,"Tuesday"
"1322","27032013",69,2013,3,27,2013-03-27,"Wednesday"
"1323","27032014",44,2014,3,27,2014-03-27,"Thursday"
"1324","27042010",5,2010,4,27,2010-04-27,"Tuesday"
"1325","27042011",52,2011,4,27,2011-04-27,"Wednesday"
"1326","27042012",60,2012,4,27,2012-04-27,"Friday"
"1327","27042013",60,2013,4,27,2013-04-27,"Saturday"
"1328","27042014",1,2014,4,27,2014-04-27,"Sunday"
"1329","27052010",3,2010,5,27,2010-05-27,"Thursday"
"1330","27052011",37,2011,5,27,2011-05-27,"Friday"
"1331","27052012",46,2012,5,27,2012-05-27,"Sunday"
"1332","27052013",68,2013,5,27,2013-05-27,"Monday"
"1333","27062010",3,2010,6,27,2010-06-27,"Sunday"
"1334","27062011",43,2011,6,27,2011-06-27,"Monday"
"1335","27062012",89,2012,6,27,2012-06-27,"Wednesday"
"1336","27062013",67,2013,6,27,2013-06-27,"Thursday"
"1337","27072010",15,2010,7,27,2010-07-27,"Tuesday"
"1338","27072011",35,2011,7,27,2011-07-27,"Wednesday"
"1339","27072012",87,2012,7,27,2012-07-27,"Friday"
"1340","27072013",69,2013,7,27,2013-07-27,"Saturday"
"1341","27082010",9,2010,8,27,2010-08-27,"Friday"
"1342","27082011",42,2011,8,27,2011-08-27,"Saturday"
"1343","27082012",67,2012,8,27,2012-08-27,"Monday"
"1344","27082013",65,2013,8,27,2013-08-27,"Tuesday"
"1345","27092010",10,2010,9,27,2010-09-27,"Monday"
"1346","27092011",48,2011,9,27,2011-09-27,"Tuesday"
"1347","27092012",58,2012,9,27,2012-09-27,"Thursday"
"1348","27092013",50,2013,9,27,2013-09-27,"Friday"
"1349","27102010",11,2010,10,27,2010-10-27,"Wednesday"
"1350","27102011",37,2011,10,27,2011-10-27,"Thursday"
"1351","27102012",44,2012,10,27,2012-10-27,"Saturday"
"1352","27102013",41,2013,10,27,2013-10-27,"Sunday"
"1353","27112010",5,2010,11,27,2010-11-27,"Saturday"
"1354","27112011",37,2011,11,27,2011-11-27,"Sunday"
"1355","27112012",53,2012,11,27,2012-11-27,"Tuesday"
"1356","27112013",48,2013,11,27,2013-11-27,"Wednesday"
"1357","27122010",19,2010,12,27,2010-12-27,"Monday"
"1358","27122011",45,2011,12,27,2011-12-27,"Tuesday"
"1359","27122012",54,2012,12,27,2012-12-27,"Thursday"
"1360","27122013",41,2013,12,27,2013-12-27,"Friday"
"1361","28012011",31,2011,1,28,2011-01-28,"Friday"
"1362","28012012",38,2012,1,28,2012-01-28,"Saturday"
"1363","28012013",69,2013,1,28,2013-01-28,"Monday"
"1364","28012014",31,2014,1,28,2014-01-28,"Tuesday"
"1365","28022011",34,2011,2,28,2011-02-28,"Monday"
"1366","28022012",52,2012,2,28,2012-02-28,"Tuesday"
"1367","28022013",52,2013,2,28,2013-02-28,"Thursday"
"1368","28022014",35,2014,2,28,2014-02-28,"Friday"
"1369","28032011",31,2011,3,28,2011-03-28,"Monday"
"1370","28032012",65,2012,3,28,2012-03-28,"Wednesday"
"1371","28032013",60,2013,3,28,2013-03-28,"Thursday"
"1372","28032014",48,2014,3,28,2014-03-28,"Friday"
"1373","28042010",4,2010,4,28,2010-04-28,"Wednesday"
"1374","28042011",46,2011,4,28,2011-04-28,"Thursday"
"1375","28042012",31,2012,4,28,2012-04-28,"Saturday"
"1376","28042013",62,2013,4,28,2013-04-28,"Sunday"
"1377","28042014",1,2014,4,28,2014-04-28,"Monday"
"1378","28052010",3,2010,5,28,2010-05-28,"Friday"
"1379","28052011",47,2011,5,28,2011-05-28,"Saturday"
"1380","28052012",47,2012,5,28,2012-05-28,"Monday"
"1381","28052013",70,2013,5,28,2013-05-28,"Tuesday"
